wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,3.6313,0,
10.1245,3.6715,0,
10.2450,3.7092,0,
10.3655,3.7443,0,
10.4861,3.7765,0,
10.6066,3.8054,0,
10.7271,3.8302,0,
10.8476,3.8511,0,
10.9682,3.8685,0,
11.0887,3.8834,0,
11.2092,3.8967,0,
11.3298,3.9094,0,
11.4503,3.9225,0,
11.5708,3.9371,0,
11.6913,3.9544,0,
11.8119,3.9758,0,
11.9324,4.0025,0,
12.0529,4.0355,0,
12.1735,4.0756,0,
12.2940,4.1226,0,
12.4145,4.1759,0,
12.5351,4.2347,0,
12.6556,4.2986,0,
12.7761,4.3675,0,
12.8966,4.4412,0,
13.0172,4.5195,0,
13.1377,4.6017,0,
13.2582,4.6865,0,
13.3788,4.7721,0,
13.4993,4.8566,0,
13.6198,4.9387,0,
13.7403,5.0178,0,
13.8609,5.0940,0,
13.9814,5.1681,0,
14.1019,5.2408,0,
14.2225,5.3127,0,
14.3430,5.3842,0,
14.4635,5.4556,0,
14.5840,5.5272,0,
14.7046,5.5994,0,
14.8251,5.6731,0,
14.9456,5.7496,0,
15.0662,5.8301,0,
15.1867,5.9155,0,
15.3072,6.0065,0,
15.4277,6.1033,0,
15.5483,6.2057,0,
15.6688,6.3131,0,
15.7893,6.4248,0,
15.9099,6.5396,0,
16.0304,6.6568,0,
16.1509,6.7753,0,
16.2715,6.8946,0,
16.3920,7.0145,0,
16.5125,7.1350,0,
16.6331,7.2563,0,
16.7536,7.3783,0,
16.8741,7.5011,0,
16.9946,7.6244,0,
17.1152,7.7478,0,
17.2357,7.8707,0,
17.3562,7.9931,0,
17.4767,8.1155,0,
17.5973,8.2389,0,
17.7178,8.3646,0,
17.8383,8.4934,0,
17.9589,8.6258,0,
18.0794,8.7619,0,
18.1999,8.9017,0,
18.3205,9.0448,0,
18.4410,9.1911,0,
18.5615,9.3408,0,
18.6821,9.4943,0,
18.8026,9.6520,0,
18.9231,9.8142,0,
19.0436,9.9812,0,
19.1642,10.1533,0,
19.2847,10.3304,0,
19.4052,10.5125,0,
19.5257,10.6991,0,
19.6463,10.8899,0,
19.7668,11.0841,0,
19.8873,11.2814,0,
20.0079,11.4813,0,
20.1284,11.6836,0,
20.2489,11.8877,0,
20.3695,12.0928,0,
20.4900,12.2980,0,
20.6105,12.5018,0,
20.7310,12.7024,0,
20.8516,12.8974,0,
20.9721,13.0849,0,
21.0926,13.2632,0,
21.2132,13.4317,0,
21.3337,13.5911,0,
21.4542,13.7427,0,
21.5748,13.8883,0,
21.6953,14.0298,0,
21.8158,14.1687,0,
21.9363,14.3064,0,
22.0569,14.4440,0,
22.1774,14.5827,0,
