# Two-band fit (min. chi^2) for beta = 1.50000, 1.75000, 2.00000
# Bands used: ALMA_7 ALMA_6
#     z| beta| Treal| wl_rest_1| wl_rest_2|   Tfit|     Mfit|    dMfit|

    5.00  1.50   20.0     145.46     214.44   20.08  9.67E+07  9.47E+06
    5.00  1.50   25.0     145.46     214.44   25.10  9.78E+07  9.81E+06
    5.00  1.50   30.0     145.46     214.44   29.98  9.99E+07  9.93E+06
    5.00  1.50   35.0     145.46     214.44   35.05  9.90E+07  9.96E+06
    5.00  1.50   40.0     145.46     214.44   39.95  9.99E+07  9.96E+06
    5.00  1.50   45.0     145.46     214.44   44.86  1.00E+08  1.00E+07
    5.00  1.50   50.0     145.46     214.44   50.42  9.80E+07  9.81E+06
    5.00  1.50   60.0     145.46     214.44   60.41  9.81E+07  9.80E+06
    5.00  1.50   80.0     145.46     214.44   80.81  9.79E+07  9.69E+06
    5.00  1.50  100.0     145.46     214.44   99.81  9.96E+07  1.00E+07

    5.00  1.75   20.0     145.46     214.44   18.14  1.59E+08  1.56E+07
    5.00  1.75   25.0     145.46     214.44   22.49  1.09E+08  1.09E+07
    5.00  1.75   30.0     145.46     214.44   26.47  1.05E+08  1.04E+07
    5.00  1.75   35.0     145.46     214.44   30.38  1.03E+08  1.03E+07
    5.00  1.75   40.0     145.46     214.44   33.97  1.04E+08  1.04E+07
    5.00  1.75   45.0     145.46     214.44   37.40  1.06E+08  1.06E+07
    5.00  1.75   50.0     145.46     214.44   41.08  1.05E+08  1.05E+07
    5.00  1.75   60.0     145.46     214.44   47.20  1.09E+08  1.09E+07
    5.00  1.75   80.0     145.46     214.44   58.06  1.18E+08  1.17E+07
    5.00  1.75  100.0     145.46     214.44   66.57  1.30E+08  1.31E+07

    5.00  2.00   20.0     145.46     214.44   16.36  3.00E+10  2.94E+09
    5.00  2.00   25.0     145.46     214.44   20.26  1.34E+08  1.34E+07
    5.00  2.00   30.0     145.46     214.44   23.63  1.14E+08  1.13E+07
