# Two-band fit (min. chi^2) for beta = 1.50000, 1.75000, 2.00000
# Bands used: ALMA_7 ALMA_6
#     z| beta| Treal| wl_rest_1| wl_rest_2|   Tfit|     Mfit|    dMfit|

    5.00  1.50   20.0     145.46     214.44   21.45  4.32E+08  3.79E+07
    5.00  1.50   25.0     145.46     214.44   26.99  4.94E+08  4.31E+07
    5.00  1.50   30.0     145.46     214.44   32.58  5.19E+08  4.60E+07
    5.00  1.50   35.0     145.46     214.44   38.35  5.29E+08  4.56E+07
    5.00  1.50   40.0     145.46     214.44   43.95  5.42E+08  4.72E+07
    5.00  1.50   45.0     145.46     214.44   49.06  5.65E+08  4.90E+07
    5.00  1.50   50.0     145.46     214.44   55.12  5.63E+08  4.89E+07
    5.00  1.50   60.0     145.46     214.44   65.83  5.86E+08  5.12E+07
    5.00  1.50   80.0     145.46     214.44   85.03  6.42E+08  5.60E+07
    5.00  1.50  100.0     145.46     214.44   98.95  7.35E+08  6.43E+07

    5.00  1.75   20.0     145.46     214.44   19.35  5.76E+08  5.05E+07
    5.00  1.75   25.0     145.46     214.44   24.06  5.32E+08  4.64E+07
    5.00  1.75   30.0     145.46     214.44   28.50  5.40E+08  4.78E+07
    5.00  1.75   35.0     145.46     214.44   32.82  5.50E+08  4.74E+07
    5.00  1.75   40.0     145.46     214.44   36.78  5.70E+08  4.97E+07
    5.00  1.75   45.0     145.46     214.44   40.20  6.04E+08  5.24E+07
    5.00  1.75   50.0     145.46     214.44   44.03  6.15E+08  5.34E+07
    5.00  1.75   60.0     145.46     214.44   50.29  6.67E+08  5.84E+07
    5.00  1.75   80.0     145.46     214.44   60.07  7.90E+08  6.89E+07
    5.00  1.75  100.0     145.46     214.44   66.21  9.54E+08  8.36E+07

    5.00  2.00   20.0     145.46     214.44   17.47  1.21E+09  1.06E+08
    5.00  2.00   25.0     145.46     214.44   21.61  6.10E+08  5.32E+07
    5.00  2.00   30.0     145.46     214.44   25.28  5.72E+08  5.07E+07
    5.00  2.00   35.0     145.46     214.44   28.69  5.72E+08  4.93E+07
    5.00  2.00   40.0     145.46     214.44   31.67  5.92E+08  5.16E+07
    5.00  2.00   45.0     145.46     214.44   34.16  6.30E+08  5.46E+07
    5.00  2.00   50.0     145.46     214.44   36.84  6.47E+08  5.62E+07
    5.00  2.00   60.0     145.46     214.44   41.00  7.16E+08  6.27E+07
    5.00  2.00   80.0     145.46     214.44   47.01  8.80E+08  7.68E+07
    5.00  2.00  100.0     145.46     214.44   50.50  1.09E+09  9.53E+07


    6.00  1.50   20.0     124.68     183.81   20.17  5.61E+08  4.91E+07
    6.00  1.50   25.0     124.68     183.81   25.13  6.53E+08  5.75E+07
    6.00  1.50   30.0     124.68     183.81   30.06  6.71E+08  5.88E+07
    6.00  1.50   35.0     124.68     183.81   35.03  6.76E+08  5.94E+07
    6.00  1.50   40.0     124.68     183.81   40.01  6.81E+08  6.05E+07
    6.00  1.50   45.0     124.68     183.81   44.44  7.07E+08  6.23E+07
    6.00  1.50   50.0     124.68     183.81   49.77  6.96E+08  6.13E+07
    6.00  1.50   60.0     124.68     183.81   58.34  7.35E+08  6.42E+07
    6.00  1.50   80.0     124.68     183.81   74.94  7.94E+08  6.98E+07
    6.00  1.50  100.0     124.68     183.81   90.03  8.52E+08  7.45E+07

    6.00  1.75   25.0     124.68     183.81   22.67  8.31E+08  7.31E+07
    6.00  1.75   30.0     124.68     183.81   26.88  7.09E+08  6.21E+07
    6.00  1.75   35.0     124.68     183.81   30.92  6.83E+08  6.00E+07
    6.00  1.75   40.0     124.68     183.81   34.78  6.80E+08  6.04E+07
    6.00  1.75   45.0     124.68     183.81   38.08  7.08E+08  6.24E+07
    6.00  1.75   50.0     124.68     183.81   41.87  7.02E+08  6.19E+07
    6.00  1.75   60.0     124.68     183.81   47.62  7.59E+08  6.62E+07
    6.00  1.75   80.0     124.68     183.81   57.63  8.65E+08  7.60E+07
    6.00  1.75  100.0     124.68     183.81   65.65  9.78E+08  8.55E+07

    6.00  2.00   25.0     124.68     183.81   20.48  1.62E+09  1.43E+08
    6.00  2.00   30.0     124.68     183.81   24.19  8.14E+08  7.13E+07
    6.00  2.00   35.0     124.68     183.81   27.59  7.12E+08  6.26E+07
    6.00  2.00   40.0     124.68     183.81   30.72  6.87E+08  6.10E+07
    6.00  2.00   45.0     124.68     183.81   33.30  7.08E+08  6.24E+07
    6.00  2.00   50.0     124.68     183.81   36.18  7.01E+08  6.17E+07
    6.00  2.00   60.0     124.68     183.81   40.36  7.63E+08  6.66E+07
    6.00  2.00   80.0     124.68     183.81   47.16  8.91E+08  7.83E+07
    6.00  2.00  100.0     124.68     183.81   52.20  1.03E+09  9.02E+07


    7.00  1.50   25.0     109.09     160.83   24.33  8.85E+08  7.77E+07
    7.00  1.50   30.0     109.09     160.83   29.17  7.75E+08  6.78E+07
    7.00  1.50   35.0     109.09     160.83   33.71  7.82E+08  6.92E+07
    7.00  1.50   40.0     109.09     160.83   38.47  7.71E+08  6.85E+07
    7.00  1.50   45.0     109.09     160.83   42.78  7.87E+08  6.96E+07
    7.00  1.50   50.0     109.09     160.83   47.08  8.00E+08  6.99E+07
    7.00  1.50   60.0     109.09     160.83   55.45  8.24E+08  7.22E+07
    7.00  1.50   80.0     109.09     160.83   69.96  9.00E+08  7.84E+07
    7.00  1.50  100.0     109.09     160.83   82.58  9.83E+08  8.72E+07

