# Two-band fit (min. chi^2) for beta = 1.50000, 1.75000, 2.00000
# Bands used: ALMA_7 ALMA_6
#     z| beta| Treal| wl_rest_1| wl_rest_2|   Tfit|     Mfit|    dMfit|

    5.00  1.50   20.0     145.46     214.44   20.67  1.47E+09  1.27E+08
    5.00  1.50   25.0     145.46     214.44   25.92  1.58E+09  1.36E+08
    5.00  1.50   30.0     145.46     214.44   30.98  1.66E+09  1.44E+08
    5.00  1.50   35.0     145.46     214.44   35.89  1.73E+09  1.49E+08
    5.00  1.50   40.0     145.46     214.44   40.81  1.78E+09  1.53E+08
    5.00  1.50   45.0     145.46     214.44   45.15  1.87E+09  1.62E+08
    5.00  1.50   50.0     145.46     214.44   50.19  1.88E+09  1.63E+08
    5.00  1.50   60.0     145.46     214.44   57.91  2.06E+09  1.79E+08
    5.00  1.50   80.0     145.46     214.44   71.27  2.40E+09  2.07E+08
    5.00  1.50  100.0     145.46     214.44   77.34  3.03E+09  2.66E+08

    5.00  1.75   20.0     145.46     214.44   18.66  2.16E+09  1.87E+08
    5.00  1.75   25.0     145.46     214.44   23.17  1.73E+09  1.49E+08
    5.00  1.75   30.0     145.46     214.44   27.25  1.74E+09  1.51E+08
    5.00  1.75   35.0     145.46     214.44   31.01  1.79E+09  1.54E+08
    5.00  1.75   40.0     145.46     214.44   34.59  1.85E+09  1.59E+08
    5.00  1.75   45.0     145.46     214.44   37.60  1.97E+09  1.71E+08
    5.00  1.75   50.0     145.46     214.44   40.93  2.02E+09  1.75E+08
    5.00  1.75   60.0     145.46     214.44   45.73  2.27E+09  1.97E+08
    5.00  1.75   80.0     145.46     214.44   53.24  2.79E+09  2.40E+08
    5.00  1.75  100.0     145.46     214.44   56.36  3.61E+09  3.18E+08

    5.00  2.00   20.0     145.46     214.44   16.84  8.06E+09  6.98E+08
    5.00  2.00   25.0     145.46     214.44   20.85  2.05E+09  1.76E+08
    5.00  2.00   30.0     145.46     214.44   24.27  1.87E+09  1.62E+08
    5.00  2.00   35.0     145.46     214.44   27.28  1.87E+09  1.61E+08
    5.00  2.00   40.0     145.46     214.44   30.04  1.92E+09  1.65E+08
    5.00  2.00   45.0     145.46     214.44   32.27  2.05E+09  1.78E+08
    5.00  2.00   50.0     145.46     214.44   34.68  2.11E+09  1.83E+08
    5.00  2.00   60.0     145.46     214.44   37.99  2.40E+09  2.09E+08
    5.00  2.00   80.0     145.46     214.44   42.87  3.03E+09  2.61E+08
    5.00  2.00  100.0     145.46     214.44   44.79  3.96E+09  3.49E+08


    6.00  1.50   20.0     124.68     183.81   19.21  1.36E+10  1.18E+09
    6.00  1.50   25.0     124.68     183.81   24.04  2.28E+09  1.97E+08
