wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,1.3980,0,
10.1245,1.4400,0,
10.2450,1.4825,0,
10.3655,1.5253,0,
10.4861,1.5686,0,
10.6066,1.6123,0,
10.7271,1.6565,0,
10.8476,1.7013,0,
10.9682,1.7465,0,
11.0887,1.7924,0,
11.2092,1.8390,0,
11.3298,1.8864,0,
11.4503,1.9347,0,
11.5708,1.9839,0,
11.6913,2.0340,0,
11.8119,2.0850,0,
11.9324,2.1370,0,
12.0529,2.1900,0,
12.1735,2.2441,0,
12.2940,2.2992,0,
12.4145,2.3554,0,
12.5351,2.4127,0,
12.6556,2.4711,0,
12.7761,2.5306,0,
12.8966,2.5912,0,
13.0172,2.6529,0,
13.1377,2.7157,0,
13.2582,2.7797,0,
13.3788,2.8450,0,
13.4993,2.9115,0,
13.6198,2.9792,0,
13.7403,3.0482,0,
13.8609,3.1185,0,
13.9814,3.1901,0,
14.1019,3.2630,0,
14.2225,3.3371,0,
14.3430,3.4125,0,
14.4635,3.4890,0,
14.5840,3.5667,0,
14.7046,3.6455,0,
14.8251,3.7256,0,
14.9456,3.8070,0,
15.0662,3.8895,0,
15.1867,3.9732,0,
15.3072,4.0580,0,
15.4277,4.1440,0,
15.5483,4.2311,0,
15.6688,4.3192,0,
15.7893,4.4086,0,
15.9099,4.4993,0,
16.0304,4.5913,0,
16.1509,4.6846,0,
16.2715,4.7792,0,
16.3920,4.8751,0,
16.5125,4.9722,0,
16.6331,5.0705,0,
16.7536,5.1700,0,
16.8741,5.2706,0,
16.9946,5.3723,0,
17.1152,5.4752,0,
17.2357,5.5789,0,
17.3562,5.6836,0,
17.4767,5.7889,0,
17.5973,5.8949,0,
17.7178,6.0014,0,
17.8383,6.1083,0,
17.9589,6.2155,0,
18.0794,6.3302,0,
18.1999,6.4451,0,
18.3205,6.5603,0,
18.4410,6.6757,0,
18.5615,6.7915,0,
18.6821,6.9076,0,
18.8026,7.0242,0,
18.9231,7.1414,0,
19.0436,7.2593,0,
19.1642,7.3781,0,
19.2847,7.4977,0,
19.4052,7.6183,0,
19.5257,7.7400,0,
19.6463,7.8628,0,
19.7668,7.9867,0,
19.8873,8.1118,0,
20.0079,8.2381,0,
20.1284,8.3781,0,
20.2489,8.5247,0,
20.3695,8.6783,0,
20.4900,8.8386,0,
20.6105,9.0058,0,
20.7310,9.1801,0,
20.8516,9.3618,0,
20.9721,9.5507,0,
21.0926,9.7469,0,
21.2132,9.9502,0,
21.3337,10.1604,0,
21.4542,10.3776,0,
21.5748,10.6016,0,
21.6953,10.8323,0,
21.8158,11.0698,0,
21.9363,11.3142,0,
22.1792,11.5583,0,
22.4203,11.8093,0,
22.6614,12.0671,0,
22.9025,12.3318,0,
23.1435,12.6035,0,
23.3846,12.8820,0,
23.6257,13.1676,0,
23.8668,13.4599,0,
24.1078,13.7592,0,
24.3489,14.0655,0,
24.5900,14.3792,0,
24.8311,14.7005,0,
25.0722,15.0295,0,
25.3132,15.3664,0,
25.5543,15.7116,0,
25.7954,16.0654,0,
26.0365,16.4278,0,
26.2776,16.7865,0,
26.5186,17.1486,0,
26.7597,17.5148,0,
27.0008,17.8854,0,
27.2419,18.2609,0,
