wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,4.2550,0,
10.1245,4.3260,0,
10.2450,4.3987,0,
10.3655,4.4736,0,
10.4861,4.5508,0,
10.6066,4.6299,0,
10.7271,4.7104,0,
10.8476,4.7923,0,
10.9682,4.8757,0,
11.0887,4.9605,0,
11.2092,5.0468,0,
11.3298,5.1343,0,
11.4503,5.2230,0,
11.5708,5.3129,0,
11.6913,5.4040,0,
11.8119,5.4964,0,
11.9324,5.5900,0,
12.0529,5.6846,0,
12.1735,5.7794,0,
12.2940,5.8739,0,
12.4145,5.9672,0,
12.5351,6.0592,0,
12.6556,6.1502,0,
12.7761,6.2410,0,
12.8966,6.3323,0,
13.0172,6.4247,0,
13.1377,6.5185,0,
13.2582,6.6132,0,
13.3788,6.7081,0,
13.4993,6.8028,0,
13.6198,6.8973,0,
13.7403,6.9923,0,
13.8609,7.0888,0,
13.9814,7.1877,0,
14.1019,7.2893,0,
14.2225,7.3935,0,
14.3430,7.5000,0,
14.4635,7.6082,0,
14.5840,7.7178,0,
14.7046,7.8286,0,
14.8251,7.9407,0,
14.9456,8.0543,0,
15.0662,8.1697,0,
15.1867,8.2871,0,
15.3072,8.4066,0,
15.4277,8.5284,0,
15.5483,8.6527,0,
15.6688,8.7795,0,
15.7893,8.9084,0,
15.9099,9.0386,0,
16.0304,9.1695,0,
16.1509,9.3001,0,
16.2715,9.4303,0,
16.3920,9.5605,0,
16.5125,9.6911,0,
16.6331,9.8227,0,
16.7536,9.9554,0,
16.8741,10.0888,0,
16.9946,10.2223,0,
17.1152,10.3550,0,
17.2357,10.4864,0,
17.3562,10.6166,0,
17.4767,10.7464,0,
17.5973,10.8765,0,
17.7178,11.0077,0,
17.8383,11.1402,0,
17.9589,11.2740,0,
18.0794,11.4087,0,
18.1999,11.5439,0,
18.3205,11.6796,0,
18.4410,11.8158,0,
18.5615,11.9529,0,
18.6821,12.0914,0,
18.8026,12.2317,0,
18.9231,12.3743,0,
19.0436,12.5196,0,
19.1642,12.6676,0,
19.2847,12.8182,0,
19.4052,12.9712,0,
19.5257,13.1257,0,
19.6463,13.2809,0,
19.7668,13.4362,0,
19.8873,13.5912,0,
20.0079,13.7461,0,
20.1284,13.9014,0,
20.2489,14.0577,0,
20.3695,14.2155,0,
20.4900,14.3749,0,
20.6105,14.5354,0,
20.7310,14.6963,0,
20.8516,14.8568,0,
20.9721,15.0165,0,
21.0926,15.1756,0,
21.2132,15.3347,0,
21.3337,15.4949,0,
21.4542,15.6574,0,
21.5748,15.8229,0,
21.6953,15.9913,0,
21.8158,16.1611,0,
21.9363,16.3310,0,
22.0569,16.5002,0,
22.1774,16.6684,0,
22.2979,16.8363,0,
22.4184,17.0050,0,
22.5390,17.1760,0,
22.6595,17.3513,0,
22.7800,17.5331,0,
22.9006,17.7238,0,
23.0211,17.9256,0,
23.1416,18.1406,0,
23.2622,18.3703,0,
23.3827,18.6157,0,
23.5032,18.8777,0,
23.6238,19.1564,0,
23.7443,19.4513,0,
23.8648,19.7612,0,
23.9853,20.0836,0,
24.1059,20.4148,0,
24.2264,20.7500,0,
24.3469,21.0834,0,
24.4674,21.4087,0,
24.5880,21.7196,0,
24.7085,22.0106,0,
24.8290,22.2777,0,
24.9496,22.5182,0,
25.0701,22.7313,0,
25.1906,22.9178,0,
25.3112,23.0795,0,
25.4317,23.2199,0,
25.5522,23.3430,0,
25.6728,23.4537,0,
25.7933,23.5573,0,
25.9138,23.6594,0,
