wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,2.4330,0,
10.1245,2.4392,0,
10.2450,2.4474,0,
10.3655,2.4587,0,
10.4861,2.4733,0,
10.6066,2.4908,0,
10.7271,2.5103,0,
10.8476,2.5313,0,
10.9682,2.5536,0,
11.0887,2.5773,0,
11.2092,2.6028,0,
11.3298,2.6304,0,
11.4503,2.6600,0,
11.5708,2.6913,0,
11.6913,2.7236,0,
11.8119,2.7566,0,
11.9324,2.7902,0,
12.0529,2.8244,0,
12.1735,2.8596,0,
12.2940,2.8956,0,
12.4145,2.9321,0,
12.5351,2.9684,0,
12.6556,3.0041,0,
12.7761,3.0393,0,
12.8966,3.0746,0,
13.0172,3.1106,0,
13.1377,3.1479,0,
13.2582,3.1866,0,
13.3788,3.2263,0,
13.4993,3.2663,0,
13.6198,3.3061,0,
13.7403,3.3462,0,
13.8609,3.3874,0,
13.9814,3.4310,0,
14.1019,3.4777,0,
14.2225,3.5281,0,
14.3430,3.5818,0,
14.4635,3.6379,0,
14.5840,3.6954,0,
14.7046,3.7535,0,
14.8251,3.8122,0,
14.9456,3.8721,0,
15.0662,3.9342,0,
15.1867,3.9989,0,
15.3072,4.0665,0,
15.4277,4.1366,0,
15.5483,4.2091,0,
15.6688,4.2834,0,
15.7893,4.3596,0,
15.9099,4.4377,0,
16.0304,4.5174,0,
16.1509,4.5985,0,
16.2715,4.6805,0,
16.3920,4.7630,0,
16.5125,4.8456,0,
16.6331,4.9283,0,
16.7536,5.0109,0,
16.8741,5.0934,0,
16.9946,5.1751,0,
17.1152,5.2552,0,
17.2357,5.3330,0,
17.3562,5.4082,0,
17.4767,5.4812,0,
17.5973,5.5532,0,
17.7178,5.6256,0,
17.8383,5.6994,0,
17.9589,5.7749,0,
18.0794,5.8524,0,
18.1999,5.9317,0,
18.3205,6.0131,0,
18.4410,6.0970,0,
18.5615,6.1844,0,
18.6821,6.2763,0,
18.8026,6.3737,0,
18.9231,6.4768,0,
19.0436,6.5856,0,
19.1642,6.6998,0,
19.2847,6.8189,0,
19.4052,6.9424,0,
19.5257,7.0701,0,
19.6463,7.2015,0,
19.7668,7.3364,0,
19.8873,7.4744,0,
20.0079,7.6151,0,
20.1284,7.7584,0,
20.2489,7.9039,0,
20.3695,8.0518,0,
20.4900,8.2020,0,
20.6105,8.3541,0,
20.7310,8.5074,0,
20.8516,8.6611,0,
20.9721,8.8143,0,
21.0926,8.9666,0,
21.2132,9.1180,0,
21.3337,9.2693,0,
21.4542,9.4212,0,
21.5748,9.5744,0,
21.6953,9.7287,0,
21.8158,9.8831,0,
21.9363,10.0366,0,
22.0569,10.1880,0,
22.1774,10.3367,0,
22.2979,10.4826,0,
22.4184,10.6260,0,
22.5390,10.7672,0,
22.6595,10.9068,0,
22.7800,11.0449,0,
22.9006,11.1819,0,
23.0211,11.3183,0,
23.1416,11.4545,0,
23.2622,11.5912,0,
23.3827,11.7290,0,
23.5032,11.8685,0,
23.6238,12.0104,0,
23.7443,12.1550,0,
23.8648,12.3026,0,
23.9853,12.4535,0,
24.1059,12.6074,0,
24.2264,12.7641,0,
24.3469,12.9229,0,
24.4674,13.0828,0,
24.5880,13.2425,0,
24.7085,13.4007,0,
24.8290,13.5563,0,
24.9496,13.7089,0,
25.0701,13.8587,0,
25.1906,14.0060,0,
25.3112,14.1513,0,
25.4317,14.2953,0,
25.5522,14.4383,0,
25.6728,14.5808,0,
25.7933,14.7236,0,
25.9138,14.8677,0,
26.0343,15.0147,0,
26.1549,15.1659,0,
26.2754,15.3224,0,
26.3959,15.4850,0,
26.5164,15.6540,0,
26.6370,15.8291,0,
26.7575,16.0095,0,
26.8780,16.1939,0,
26.9986,16.3809,0,
27.1191,16.5692,0,
27.2396,16.7574,0,
27.3602,16.9441,0,
27.4807,17.1282,0,
27.6012,17.3093,0,
27.7218,17.4875,0,
27.8423,17.6627,0,
27.9628,17.8352,0,
28.0833,18.0053,0,
28.2039,18.1737,0,
28.3244,18.3415,0,
28.4449,18.5101,0,
28.5654,18.6808,0,
28.6860,18.8551,0,
28.8065,19.0335,0,
28.9270,19.2163,0,
29.0476,19.4030,0,
29.1681,19.5930,0,
29.2886,19.7857,0,
29.4092,19.9803,0,
29.5297,20.1764,0,
29.6502,20.3739,0,
29.7707,20.5726,0,
29.8913,20.7722,0,
30.0118,21.2143,0,
30.1323,21.4241,0,
30.2529,21.6328,0,
30.3734,21.8401,0,
30.4939,22.0454,0,
30.6145,22.2486,0,
30.7350,22.4497,0,
30.8555,22.6490,0,
30.9760,22.8494,0,
31.0966,23.0493,0,
31.2171,23.2491,0,
31.3376,23.4494,0,
31.4581,23.6530,0,
31.5787,23.8582,0,
31.6992,24.0655,0,
31.8197,24.2752,0,
31.9403,24.4894,0,
32.0608,24.7070,0,
32.1813,24.9284,0,
32.3019,25.1539,0,
32.4224,25.3847,0,
32.5429,25.6200,0,
32.6634,25.8600,0,
32.7840,26.1044,0,
32.9045,26.3541,0,
33.0250,26.6080,0,
33.1456,26.8658,0,
33.2661,27.1275,0,
33.3866,27.3939,0,
33.5072,27.6644,0,
33.6277,27.9391,0,
33.7482,28.2180,0,
33.8687,28.5018,0,
33.9893,28.7894,0,
34.1098,29.0801,0,
34.2303,29.3732,0,
34.3509,29.6687,0,
34.4714,29.9652,0,
34.5919,30.2621,0,
34.7124,30.5590,0,
34.8330,30.8555,0,
34.9535,31.1512,0,
35.1975,31.4898,0,
35.6796,32.4558,0,
36.1618,33.4165,0,
36.6439,34.3793,0,
37.1261,35.3504,0,
37.6082,36.3292,0,
38.0904,37.3136,0,
38.5726,38.3003,0,
39.0547,39.2911,0,
39.5369,40.2920,0,
40.0190,41.3068,0,
40.5012,42.3337,0,
40.9833,43.3672,0,
41.4655,44.4070,0,
41.9477,45.4578,0,
42.4298,46.5212,0,
42.9120,47.5947,0,
43.3941,48.6784,0,
43.8763,49.7725,0,
44.3584,50.8712,0,
44.8406,51.9717,0,
45.3227,53.0757,0,
45.8049,54.1852,0,
46.2871,55.3022,0,
46.7692,56.4242,0,
47.2514,57.5484,0,
47.7335,58.6746,0,
48.2157,59.8032,0,
48.6979,60.9374,0,
49.1800,62.0788,0,
49.6622,63.2255,0,
50.1443,64.3773,0,
50.6265,65.5323,0,
51.1086,66.6897,0,
51.5908,67.8509,0,
52.0729,69.0173,0,
52.5551,70.1899,0,
53.0373,71.3673,0,
53.5194,72.5475,0,
54.0016,73.7303,0,
54.4837,74.9162,0,
54.9659,76.1046,0,
55.4481,77.2925,0,
55.9302,78.4792,0,
56.4124,79.6667,0,
56.8945,80.8543,0,
57.3767,82.0407,0,
57.8588,83.2243,0,
58.3410,84.4057,0,
58.8231,85.5856,0,
59.3053,86.7644,0,
59.7875,87.9432,0,
60.2696,89.1213,0,
60.7518,90.2993,0,
61.2339,91.4798,0,
61.7161,92.6649,0,
62.1983,93.8568,0,
62.6804,95.0559,0,
63.1626,96.2633,0,
63.6447,97.4811,0,
64.1269,98.7111,0,
64.6090,99.9545,0,
65.0912,101.2096,0,
65.5734,102.4748,0,
66.0555,103.7496,0,
66.5377,105.0323,0,
67.0198,106.3198,0,
67.5020,107.6081,0,
67.9841,108.8954,0,
68.4663,110.1809,0,
68.9484,111.4647,0,
69.4306,112.7484,0,
69.9128,114.0328,0,
70.3949,115.3188,0,
70.8771,116.6086,0,
71.3592,117.9041,0,
71.8414,119.2087,0,
72.3235,120.5253,0,
72.8057,121.8549,0,
73.2879,123.1976,0,
73.7700,124.5538,0,
74.2522,125.9251,0,
74.7343,127.3105,0,
75.2165,128.7073,0,
75.6986,130.1119,0,
76.1808,131.5195,0,
76.6630,132.9268,0,
77.1451,134.3319,0,
77.6273,135.7315,0,
78.1094,137.1209,0,
78.5916,138.4971,0,
79.0737,139.8603,0,
79.5559,141.2113,0,
80.0380,142.5505,0,
80.5202,143.8801,0,
81.0024,145.2023,0,
81.4845,146.5215,0,
81.9667,147.8441,0,
82.4488,149.1761,0,
82.9310,150.5210,0,
83.4132,151.8811,0,
83.8953,153.2600,0,
84.3775,154.6610,0,
84.8596,156.0849,0,
85.3418,157.5293,0,
85.8239,158.9895,0,
86.3061,160.4606,0,
86.7883,161.9378,0,
87.2704,163.4163,0,
87.7526,164.8897,0,
88.2347,166.3525,0,
88.7169,167.8011,0,
89.1990,169.2341,0,
89.6812,170.6526,0,
90.1633,172.4398,0,
90.6455,173.8002,0,
91.1277,175.1494,0,
91.6098,176.4878,0,
92.0920,177.8182,0,
92.5741,179.1451,0,
93.0563,180.4697,0,
93.5384,181.7903,0,
94.0206,183.1036,0,
94.5028,184.4073,0,
94.9849,185.7010,0,
95.4671,186.9604,0,
95.9492,188.2046,0,
96.4314,189.4438,0,
96.9136,190.6770,0,
97.3957,191.9014,0,
97.8779,193.1168,0,
98.3600,194.3238,0,
98.8422,195.5231,0,
99.3243,196.7195,0,
99.8065,197.9151,0,
100.2887,199.1050,0,
100.7708,200.2867,0,
101.2530,201.4638,0,
101.7351,202.6399,0,
102.2173,203.8123,0,
102.6994,204.9808,0,
103.1816,206.1464,0,
103.6637,207.3045,0,
104.1459,208.4546,0,
104.6281,209.6023,0,
105.1102,210.7482,0,
105.5924,211.8862,0,
106.0745,213.0136,0,
106.5567,214.1327,0,
107.0388,215.2454,0,
107.5210,216.3541,0,
108.0032,217.4611,0,
108.4853,218.5630,0,
108.9675,219.6562,0,
109.4496,220.7440,0,
109.9318,221.8314,0,
110.4139,222.9187,0,
110.8961,224.0038,0,
111.3783,225.0875,0,
111.8604,226.1691,0,
112.3426,227.2486,0,
112.8247,228.3300,0,
113.3069,229.4152,0,
113.7890,230.5025,0,
114.2712,231.5899,0,
114.7533,232.6768,0,
115.2355,233.7667,0,
115.7177,234.8610,0,
116.1998,235.9596,0,
116.6820,237.0608,0,
117.1641,238.1635,0,
117.6463,239.2691,0,
118.1285,240.3783,0,
118.6106,241.4935,0,
119.0928,242.6148,0,
119.5749,243.7401,0,
120.0571,244.8697,0,
120.5392,246.0059,0,
121.0214,247.1494,0,
121.5036,248.2980,0,
121.9857,249.4522,0,
122.4679,250.6127,0,
122.9500,251.7757,0,
123.4322,252.9418,0,
123.9143,254.1144,0,
124.3965,255.2919,0,
124.8786,256.4718,0,
125.3608,257.6554,0,
125.8430,258.8448,0,
126.3251,260.0379,0,
126.8073,261.2330,0,
127.2894,262.4330,0,
127.7716,263.6365,0,
128.2537,264.8429,0,
128.7359,266.0549,0,
129.2181,267.2732,0,
129.7002,268.4945,0,
130.1824,269.7178,0,
130.6645,270.9454,0,
131.1467,272.1758,0,
131.6288,273.4057,0,
132.1110,274.6352,0,
132.5932,275.8639,0,
133.0753,277.0906,0,
133.5575,278.3151,0,
134.0396,279.5372,0,
134.5218,280.7550,0,
135.0040,281.9664,0,
135.4861,283.1734,0,
135.9683,284.3762,0,
136.4504,285.5721,0,
136.9326,286.7602,0,
137.4147,287.9400,0,
137.8969,289.1130,0,
138.3790,290.2810,0,
138.8612,291.4434,0,
139.3434,292.5999,0,
139.8255,293.7512,0,
140.3077,294.8978,0,
140.7898,296.0401,0,
141.2720,297.1766,0,
141.7541,298.3061,0,
142.2363,299.4278,0,
142.7185,300.5435,0,
143.2006,301.6553,0,
143.6828,302.7605,0,
144.1649,303.8562,0,
144.6471,304.9428,0,
145.1292,306.0222,0,
145.6114,307.0934,0,
146.0936,308.1560,0,
146.5757,309.2102,0,
147.0579,310.2526,0,
