wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,8.9515,0,
10.1245,9.0633,0,
10.2450,9.1728,0,
10.3655,9.2799,0,
10.4861,9.3843,0,
10.6066,9.4858,0,
10.7271,9.5837,0,
10.8476,9.6782,0,
10.9682,9.7698,0,
11.0887,9.8593,0,
11.2092,9.9472,0,
11.3298,10.0344,0,
11.4503,10.1219,0,
11.5708,10.2111,0,
11.6913,10.3040,0,
11.8119,10.4025,0,
11.9324,10.5080,0,
12.0529,10.6217,0,
12.1735,10.7439,0,
12.2940,10.8743,0,
12.4145,11.0120,0,
12.5351,11.1562,0,
12.6556,11.3064,0,
12.7761,11.4624,0,
12.8966,11.6241,0,
13.0172,11.7906,0,
13.1377,11.9608,0,
13.2582,12.1329,0,
13.3788,12.3046,0,
13.4993,12.4737,0,
13.6198,12.6386,0,
13.7403,12.7984,0,
13.8609,12.9530,0,
13.9814,13.1029,0,
14.1019,13.2491,0,
14.2225,13.3926,0,
14.3430,13.5343,0,
14.4635,13.6755,0,
14.5840,13.8170,0,
14.7046,13.9600,0,
14.8251,14.1055,0,
14.9456,14.2544,0,
15.0662,14.4080,0,
15.1867,14.5670,0,
15.3072,14.7321,0,
15.4277,14.9035,0,
15.5483,15.0812,0,
15.6688,15.2642,0,
15.7893,15.4517,0,
15.9099,15.6422,0,
16.0304,15.8345,0,
16.1509,16.0274,0,
16.2715,16.2205,0,
16.3920,16.4137,0,
16.5125,16.6072,0,
16.6331,16.8014,0,
16.7536,16.9966,0,
16.8741,17.1932,0,
16.9946,17.3911,0,
17.1152,17.5904,0,
17.2357,17.7910,0,
17.3562,17.9931,0,
17.4767,18.1975,0,
17.5973,18.4052,0,
17.7178,18.6174,0,
17.8383,18.8349,0,
17.9589,19.0583,0,
18.0794,19.2875,0,
18.1999,19.5222,0,
18.3205,19.7619,0,
18.4410,20.0060,0,
18.5615,20.2545,0,
18.6821,20.5072,0,
18.8026,20.7644,0,
18.9231,21.0264,0,
19.0436,21.2935,0,
19.1642,21.5657,0,
19.2847,21.8430,0,
19.4052,22.1250,0,
19.5257,22.4111,0,
19.6463,22.7004,0,
19.7668,22.9921,0,
19.8873,23.2855,0,
20.0079,23.5801,0,
20.1284,23.8757,0,
20.2489,24.1716,0,
20.3695,24.4670,0,
20.4900,24.7606,0,
20.6105,25.0510,0,
20.7310,25.3362,0,
20.8516,25.6141,0,
20.9721,25.8829,0,
21.0926,26.1415,0,
21.2132,26.3898,0,
21.3337,26.6287,0,
21.4542,26.8601,0,
21.5748,27.0862,0,
21.6953,27.3090,0,
21.8158,27.5303,0,
21.9363,27.7515,0,
22.0569,27.9737,0,
22.1774,28.1977,0,
22.2979,28.4249,0,
22.4184,28.6565,0,
22.5390,28.8937,0,
22.6595,29.1378,0,
22.7800,29.3893,0,
22.9006,29.6485,0,
23.0211,29.9172,0,
23.1416,30.1915,0,
23.2622,30.4701,0,
23.3827,30.7517,0,
23.5032,31.0351,0,
23.6238,31.3195,0,
23.7443,31.6046,0,
23.8648,31.8904,0,
23.9853,32.1771,0,
24.1059,32.4653,0,
24.2264,32.7554,0,
24.3469,33.0479,0,
24.4674,33.3432,0,
24.5880,33.6416,0,
