wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,1.0459,0,
10.1245,1.0801,0,
10.2450,1.1146,0,
10.3655,1.1495,0,
10.4861,1.1848,0,
10.6066,1.2205,0,
10.7271,1.2567,0,
10.8476,1.2933,0,
10.9682,1.3305,0,
11.0887,1.3683,0,
11.2092,1.4068,0,
11.3298,1.4460,0,
11.4503,1.4860,0,
11.5708,1.5269,0,
11.6913,1.5687,0,
11.8119,1.6114,0,
11.9324,1.6549,0,
12.0529,1.6994,0,
12.1735,1.7448,0,
12.2940,1.7913,0,
12.4145,1.8387,0,
12.5351,1.8872,0,
12.6556,1.9366,0,
12.7761,1.9871,0,
12.8966,2.0386,0,
13.0172,2.0910,0,
13.1377,2.1446,0,
13.2582,2.1992,0,
13.3788,2.2549,0,
13.4993,2.3117,0,
13.6198,2.3698,0,
13.7403,2.4289,0,
13.8609,2.4892,0,
13.9814,2.5507,0,
14.1019,2.6134,0,
14.2225,2.6772,0,
14.3430,2.7420,0,
14.4635,2.8080,0,
14.5840,2.8750,0,
14.7046,2.9430,0,
14.8251,3.0122,0,
14.9456,3.0825,0,
15.0662,3.1540,0,
15.1867,3.2265,0,
15.3072,3.3001,0,
15.4277,3.3748,0,
15.5483,3.4506,0,
15.6688,3.5275,0,
15.7893,3.6055,0,
15.9099,3.6848,0,
16.0304,3.7654,0,
16.1509,3.8473,0,
16.2715,3.9306,0,
16.3920,4.0151,0,
16.5125,4.1008,0,
16.6331,4.1878,0,
16.7536,4.2760,0,
16.8741,4.3654,0,
16.9946,4.4559,0,
17.1152,4.5475,0,
17.2357,4.6401,0,
17.3562,4.7336,0,
17.4767,4.8280,0,
17.5973,4.9231,0,
17.7178,5.0187,0,
17.8383,5.1149,0,
17.9589,5.2114,0,
18.0794,5.3111,0,
18.1999,5.4116,0,
18.3205,5.5129,0,
18.4410,5.6151,0,
18.5615,5.7182,0,
18.6821,5.8223,0,
18.8026,5.9275,0,
18.9231,6.0339,0,
19.0436,6.1417,0,
19.1642,6.2508,0,
19.2847,6.3613,0,
19.4052,6.4733,0,
19.5257,6.5868,0,
19.6463,6.7018,0,
19.7668,6.8182,0,
19.8873,6.9359,0,
20.0079,7.0550,0,
20.1284,7.1900,0,
20.2489,7.3302,0,
20.3695,7.4752,0,
20.4900,7.6248,0,
20.6105,7.7787,0,
20.7310,7.9367,0,
20.8516,8.0985,0,
20.9721,8.2641,0,
21.0926,8.4335,0,
21.2132,8.6069,0,
21.3337,8.7848,0,
21.4542,8.9675,0,
21.5748,9.1558,0,
21.6953,9.3500,0,
21.8158,9.5508,0,
21.9363,9.7587,0,
22.1792,9.9715,0,
22.4203,10.1920,0,
22.6614,10.4206,0,
22.9025,10.6578,0,
23.1435,10.9040,0,
23.3846,11.1595,0,
23.6257,11.4244,0,
23.8668,11.6990,0,
24.1078,11.9836,0,
24.3489,12.2787,0,
24.5900,12.5846,0,
24.8311,12.9017,0,
25.0722,13.2299,0,
25.3132,13.5698,0,
25.5543,13.9217,0,
25.7954,14.2861,0,
26.0365,14.6634,0,
26.2776,15.0388,0,
26.5186,15.4235,0,
26.7597,15.8183,0,
27.0008,16.2237,0,
27.2419,16.6399,0,
27.4829,17.0671,0,
27.7240,17.5055,0,
27.9651,17.9550,0,
28.2062,18.4158,0,
28.4473,18.8879,0,
28.6883,19.3707,0,
28.9294,19.8633,0,
29.1705,20.3652,0,
29.4116,20.8760,0,
29.6527,21.3953,0,
29.8937,21.9224,0,
30.1348,22.4567,0,
30.3759,22.9974,0,
30.6170,23.5442,0,
30.8580,24.0968,0,
31.0991,24.6551,0,
31.3402,25.2188,0,
31.5813,25.7881,0,
31.8224,26.3631,0,
32.0634,26.9436,0,
32.3045,27.5293,0,
32.5456,28.1197,0,
32.7867,28.7148,0,
33.0277,29.3148,0,
33.2688,29.9196,0,
33.5099,30.5290,0,
33.7510,31.1426,0,
33.9921,31.7605,0,
34.2331,32.3829,0,
34.4742,33.0095,0,
34.7153,33.6398,0,
34.9564,34.2732,0,
35.1975,34.9100,0,
35.4385,35.5505,0,
35.6796,36.1945,0,
35.9207,36.8419,0,
36.1618,37.4920,0,
36.4029,38.1448,0,
36.6439,38.8006,0,
36.8850,39.4600,0,
37.1261,40.1230,0,
37.3672,40.7894,0,
37.6082,41.4596,0,
37.8493,42.1338,0,
38.0904,42.8124,0,
38.3315,43.4958,0,
38.5726,44.1838,0,
38.8136,44.8766,0,
39.0547,45.5740,0,
39.2958,46.2762,0,
39.5369,46.9830,0,
39.7779,47.6938,0,
40.0190,48.4083,0,
40.2601,49.1264,0,
40.5012,49.8481,0,
40.7423,50.5730,0,
40.9833,51.3007,0,
41.2244,52.0420,0,
41.4655,52.7836,0,
41.7066,53.5257,0,
41.9477,54.2678,0,
42.1887,55.0096,0,
42.4298,55.7510,0,
42.6709,56.4926,0,
42.9120,57.2347,0,
43.1531,57.9770,0,
43.3941,58.7190,0,
43.6352,59.4609,0,
43.8763,60.2032,0,
44.1174,60.9467,0,
44.3584,61.6911,0,
44.5995,62.4358,0,
44.8406,63.1803,0,
45.0817,63.9247,0,
45.3227,64.6517,0,
45.5638,65.3776,0,
45.8049,66.1017,0,
46.0460,66.8236,0,
46.2871,67.5437,0,
46.5281,68.2620,0,
46.7692,68.9782,0,
47.0103,69.6913,0,
47.2514,70.4011,0,
47.4925,71.1078,0,
47.7335,71.8121,0,
47.9746,72.5138,0,
48.2157,73.2124,0,
48.4568,73.9080,0,
48.6979,74.6011,0,
48.9389,75.2922,0,
49.1800,75.9701,0,
49.4211,76.6474,0,
49.6622,77.3239,0,
49.9032,77.9997,0,
50.1443,78.6754,0,
50.3854,79.3509,0,
50.6265,80.0251,0,
50.8676,80.6975,0,
51.1086,81.3683,0,
51.3497,82.0383,0,
