       7628306.8      0.00000
       7627700.3      0.00000
       7627093.9      0.00000
       7626487.5      0.00000
       7625881.3      0.00000
       7625275.1      0.00000
       7624669.1      0.00000
       7624063.1      0.00000
       7623457.3      0.00000
       7622851.5      0.00000
       7622245.9      0.00000
       7621640.3      0.00000
       7621034.8      0.00000
       7620429.5      0.00000
       7619824.2      0.00000
       7619219.0      0.00000
       7618613.9      0.00000
       7618008.9      0.00000
       7617404.0      0.00000
       7616799.3      0.00000
       7616194.6      0.00000
       7615589.9      0.00000
       7614985.4      0.00000
       7614381.0      0.00000
       7613776.7      0.00000
       7613172.5      0.00000
       7612568.4      0.00000
       7611964.3      0.00000
       7611360.4      0.00000
       7610756.6      0.00000
       7610152.8      0.00000
       7609549.2      0.00000
       7608945.6      0.00000
       7608342.2      0.00000
       7607738.8      0.00000
       7607135.6      0.00000
       7606532.4      0.00000
       7605929.3      0.00000
       7605326.3      0.00000
       7604723.5      0.00000
       7604120.7      0.00000
       7603518.0      0.00000
       7602915.4      0.00000
       7602312.9      0.00000
       7601710.5      0.00000
       7601108.2      0.00000
       7600506.0      0.00000
       7599903.9      0.00000
       7599301.9      0.00000
       7598699.9      0.00000
       7598098.1      0.00000
       7597496.4      0.00000
       7596894.7      0.00000
       7596293.2      0.00000
       7595691.7      0.00000
       7595090.4      0.00000
       7594489.1      0.00000
       7593888.0      0.00000
       7593286.9      0.00000
       7592685.9      0.00000
       7592085.0      0.00000
       7591484.3      0.00000
       7590883.6      0.00000
       7590283.0      0.00000
       7589682.5      0.00000
       7589082.1      0.00000
       7588481.8      0.00000
       7587881.6      1.00000
       7587281.4      1.00000
       7586681.4      1.00000
       7586081.5      1.00000
       7585481.7      1.00000
       7584881.9      1.00000
       7584282.3      1.00000
       7583682.7      1.00000
       7583083.3      1.00000
       7582483.9      1.00000
       7581884.7      1.00000
       7581285.5      1.00000
       7580686.4      1.00000
       7580087.4      1.00000
       7579488.5      1.00000
       7578889.8      1.00000
       7578291.1      1.00000
       7577692.5      1.00000
       7577094.0      1.00000
       7576495.5      1.00000
       7575897.2      1.00000
       7575299.0      1.00000
       7574700.9      1.00000
       7574102.8      1.00000
       7573504.9      1.00000
       7572907.1      1.00000
       7572309.3      1.00000
       7571711.6      1.00000
       7571114.1      1.00000
       7570516.6      1.00000
       7569919.2      1.00000
       7569322.0      1.00000
       7568724.8      1.00000
       7568127.7      1.00000
       7567530.7      1.00000
       7566933.8      1.00000
       7566337.0      1.00000
       7565740.3      1.00000
       7565143.6      1.00000
       7564547.1      1.00000
       7563950.7      1.00000
       7563354.3      1.00000
       7562758.1      1.00000
       7562162.0      1.00000
       7561565.9      1.00000
       7560969.9      1.00000
       7560374.1      1.00000
       7559778.3      1.00000
       7559182.6      1.00000
       7558587.0      1.00000
       7557991.5      1.00000
       7557396.1      1.00000
       7556800.8      1.00000
       7556205.6      1.00000
       7555610.5      1.00000
       7555015.5      1.00000
       7554420.5      1.00000
       7553825.7      1.00000
       7553231.0      1.00000
       7552636.3      0.00000
       7552041.8      0.00000
       7551447.3      0.00000
       7550852.9      0.00000
       7550258.7      0.00000
       7549664.5      1.00000
       7549070.4      1.00000
       7548476.4      1.00000
       7547882.5      1.00000
       7547288.7      1.00000
       7546695.0      1.00000
       7546101.4      1.00000
       7545507.8      1.00000
       7544914.4      1.00000
       7544321.1      1.00000
       7543727.8      1.00000
       7543134.7      1.00000
       7542541.6      1.00000
       7541948.6      1.00000
       7541355.8      1.00000
       7540763.0      1.00000
       7540170.3      1.00000
       7539577.7      1.00000
       7538985.2      1.00000
       7538392.8      1.00000
       7537800.5      1.00000
       7537208.2      1.00000
       7536616.1      1.00000
       7536024.1      1.00000
       7535432.1      1.00000
       7534840.3      1.00000
       7534248.5      1.00000
       7533656.9      1.00000
       7533065.3      1.00000
       7532473.8      1.00000
       7531882.4      1.00000
       7531291.1      1.00000
       7530699.9      1.00000
       7530108.8      1.00000
       7529517.8      1.00000
       7528926.9      1.00000
       7528336.1      1.00000
       7527745.3      1.00000
       7527154.7      1.00000
       7526564.1      1.00000
       7525973.7      1.00000
       7525383.3      1.00000
       7524793.0      1.00000
       7524202.9      1.00000
       7523612.8      1.00000
       7523022.8      1.00000
       7522432.9      1.00000
       7521843.1      1.00000
       7521253.4      1.00000
       7520663.7      1.00000
       7520074.2      1.00000
