wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,7.3450,0,
10.1245,7.4252,0,
10.2450,7.5027,0,
10.3655,7.5771,0,
10.4861,7.6483,0,
10.6066,7.7158,0,
10.7271,7.7789,0,
10.8476,7.8377,0,
10.9682,7.8929,0,
11.0887,7.9454,0,
11.2092,7.9961,0,
11.3298,8.0460,0,
11.4503,8.0961,0,
11.5708,8.1480,0,
11.6913,8.2035,0,
11.8119,8.2646,0,
11.9324,8.3326,0,
12.0529,8.4090,0,
12.1735,8.4941,0,
12.2940,8.5878,0,
12.4145,8.6892,0,
12.5351,8.7974,0,
12.6556,8.9119,0,
12.7761,9.0324,0,
12.8966,9.1586,0,
13.0172,9.2898,0,
13.1377,9.4250,0,
13.2582,9.5622,0,
13.3788,9.6993,0,
13.4993,9.8340,0,
13.6198,9.9646,0,
13.7403,10.0905,0,
13.8609,10.2116,0,
13.9814,10.3289,0,
14.1019,10.4432,0,
14.2225,10.5556,0,
14.3430,10.6669,0,
14.4635,10.7781,0,
14.5840,10.8900,0,
14.7046,11.0036,0,
14.8251,11.1198,0,
14.9456,11.2398,0,
15.0662,11.3650,0,
15.1867,11.4962,0,
15.3072,11.6340,0,
15.4277,11.7788,0,
15.5483,11.9300,0,
15.6688,12.0871,0,
15.7893,12.2488,0,
15.9099,12.4138,0,
16.0304,12.5809,0,
16.1509,12.7489,0,
16.2715,12.9172,0,
16.3920,13.0857,0,
16.5125,13.2546,0,
16.6331,13.4243,0,
16.7536,13.5950,0,
16.8741,13.7669,0,
16.9946,13.9401,0,
17.1152,14.1143,0,
17.2357,14.2892,0,
17.3562,14.4651,0,
17.4767,14.6427,0,
17.5973,14.8232,0,
17.7178,15.0077,0,
17.8383,15.1973,0,
17.9589,15.3925,0,
18.0794,15.5932,0,
18.1999,15.7992,0,
18.3205,16.0100,0,
18.4410,16.2251,0,
18.5615,16.4444,0,
18.6821,16.6681,0,
18.8026,16.8964,0,
18.9231,17.1298,0,
19.0436,17.3683,0,
19.1642,17.6123,0,
19.2847,17.8614,0,
19.4052,18.1154,0,
19.5257,18.3737,0,
19.6463,18.6352,0,
19.7668,18.8993,0,
19.8873,19.1651,0,
20.0079,19.4323,0,
20.1284,19.7003,0,
20.2489,19.9685,0,
20.3695,20.2361,0,
20.4900,20.5018,0,
20.6105,20.7641,0,
20.7310,21.0209,0,
20.8516,21.2700,0,
20.9721,21.5093,0,
21.0926,21.7377,0,
21.2132,21.9549,0,
21.3337,22.1619,0,
21.4542,22.3606,0,
21.5748,22.5533,0,
21.6953,22.7422,0,
21.8158,22.9291,0,
21.9363,23.1157,0,
22.0569,23.3031,0,
22.1774,23.4924,0,
22.2979,23.6850,0,
22.4184,23.8823,0,
22.5390,24.0857,0,
22.6595,24.2963,0,
22.7800,24.5148,0,
22.9006,24.7415,0,
23.0211,24.9776,0,
23.1416,25.2200,0,
23.2622,25.4673,0,
23.3827,25.7182,0,
23.5032,25.9716,0,
23.6238,26.2267,0,
23.7443,26.4830,0,
23.8648,26.7402,0,
23.9853,26.9984,0,
24.1059,27.2578,0,
24.2264,27.5188,0,
24.3469,27.7816,0,
24.4674,28.0465,0,
24.5880,28.3138,0,
24.7085,28.5834,0,
24.8290,28.8558,0,
24.9496,29.1309,0,
25.0701,29.4090,0,
25.1906,29.6902,0,
25.3112,29.9740,0,
25.4317,30.2601,0,
25.5522,30.5471,0,
25.6728,30.8337,0,
25.7933,31.1179,0,
25.9138,31.3979,0,
26.0343,31.6721,0,
26.1549,31.9394,0,
26.2754,32.1999,0,
26.3959,32.4528,0,
26.5164,32.6977,0,
26.6370,32.9347,0,
26.7575,33.1641,0,
26.8780,33.3868,0,
26.9986,33.6043,0,
27.1191,33.8183,0,
27.2396,34.0308,0,
27.3602,34.2437,0,
27.4807,34.4585,0,
27.6012,34.6768,0,
27.7218,34.8996,0,
27.8423,35.1277,0,
27.9628,35.3619,0,
28.0833,34.8996,0,
28.2039,35.2045,0,
28.3244,35.5125,0,
28.4449,35.8235,0,
28.5654,36.1370,0,
28.6860,36.4529,0,
28.8065,36.7697,0,
28.9270,37.0849,0,
29.0476,37.4018,0,
29.1681,37.7206,0,
29.2886,38.0415,0,
29.4092,38.3637,0,
29.5297,38.6870,0,
29.6502,39.0119,0,
29.7707,39.3370,0,
29.8913,39.6651,0,
30.1348,40.3060,0,
30.3759,41.0007,0,
30.6170,41.6944,0,
30.8580,42.3862,0,
31.0991,43.0662,0,
31.3402,43.7252,0,
31.5813,44.3738,0,
31.8224,45.0242,0,
32.0634,45.6775,0,
32.3045,46.3260,0,
32.5456,46.9649,0,
32.7867,47.6031,0,
33.0277,48.2500,0,
33.2688,48.9051,0,
33.5099,49.5621,0,
33.7510,50.2166,0,
33.9921,50.8755,0,
34.2331,51.5505,0,
34.4742,52.2432,0,
34.7153,52.9460,0,
34.9564,53.6554,0,
35.1975,54.3743,0,
35.4385,55.1067,0,
35.6796,55.8538,0,
35.9207,56.6132,0,
36.1618,57.3818,0,
36.4029,58.1612,0,
36.6439,58.9574,0,
36.8850,59.7722,0,
37.1261,60.5984,0,
37.3672,61.4280,0,
37.6082,62.2591,0,
37.8493,63.0948,0,
38.0904,63.9346,0,
38.3315,64.7755,0,
38.5726,65.6156,0,
38.8136,66.4545,0,
39.0547,67.2930,0,
39.2958,68.1335,0,
39.5369,68.9743,0,
39.7779,69.8082,0,
40.0190,70.6337,0,
40.2601,71.4569,0,
40.5012,72.2823,0,
40.7423,73.1068,0,
40.9833,73.9243,0,
41.2244,74.7348,0,
41.4655,75.5421,0,
41.7066,76.3482,0,
41.9477,77.1531,0,
42.1887,77.9559,0,
42.4298,78.7542,0,
42.6709,79.5492,0,
42.9120,80.3456,0,
43.1531,81.1441,0,
43.3941,81.9390,0,
43.6352,82.7267,0,
43.8763,83.5123,0,
44.1174,84.3010,0,
44.3584,85.0927,0,
44.5995,85.8823,0,
44.8406,86.6664,0,
45.0817,87.4494,0,
45.3227,88.2376,0,
45.5638,89.0314,0,
45.8049,89.8249,0,
46.0460,90.6142,0,
46.2871,91.4033,0,
46.5281,92.1969,0,
46.7692,92.9953,0,
47.0103,93.7937,0,
47.2514,94.5891,0,
47.4925,95.3843,0,
47.7335,96.1846,0,
47.9746,96.9899,0,
48.2157,97.7951,0,
48.4568,98.5968,0,
48.6979,99.3973,0,
48.9389,100.2015,0,
49.1800,101.0105,0,
49.4211,101.8191,0,
49.6622,102.6229,0,
49.9032,103.4249,0,
50.1443,104.2312,0,
50.3854,105.0433,0,
50.6265,105.8557,0,
50.8676,106.6632,0,
51.1086,107.4678,0,
51.3497,108.2758,0,
51.5908,109.0888,0,
51.8319,109.9023,0,
52.0729,110.7122,0,
52.3140,111.5208,0,
52.5551,112.3327,0,
52.7962,113.1495,0,
53.0373,113.9673,0,
53.2783,114.7812,0,
53.5194,115.5922,0,
53.7605,116.4051,0,
54.0016,117.2220,0,
54.2427,118.0398,0,
54.4837,118.8542,0,
54.7248,119.6663,0,
54.9659,120.4814,0,
55.2070,121.3019,0,
55.4481,122.1232,0,
55.6891,122.9398,0,
55.9302,123.7529,0,
56.1713,124.5683,0,
56.4124,125.3885,0,
56.6534,126.2089,0,
56.8945,127.0239,0,
57.1356,127.8344,0,
57.3767,128.6457,0,
57.6178,129.4603,0,
57.8588,130.2748,0,
58.0999,131.0832,0,
58.3410,131.8866,0,
58.5821,132.6910,0,
58.8231,133.4993,0,
59.0642,134.3074,0,
59.3053,135.1092,0,
59.5464,135.9045,0,
59.7875,136.6999,0,
60.0285,137.4987,0,
60.2696,138.2978,0,
60.5107,139.0916,0,
60.7518,139.8801,0,
60.9928,140.6680,0,
61.2339,141.4585,0,
61.4750,142.2488,0,
61.7161,143.0331,0,
61.9572,143.8106,0,
62.1983,144.5858,0,
62.4393,145.3630,0,
62.6804,146.1403,0,
62.9215,146.9126,0,
63.1626,147.6782,0,
63.4036,148.4408,0,
63.6447,149.2044,0,
63.8858,149.9671,0,
64.1269,150.7245,0,
64.3679,151.4760,0,
64.6090,152.2253,0,
64.8501,152.9755,0,
65.0912,153.7252,0,
65.3323,154.4695,0,
65.5734,155.2075,0,
65.8144,155.9427,0,
66.0555,156.6789,0,
66.2966,157.4155,0,
66.5377,158.1476,0,
66.7787,158.8730,0,
67.0198,159.5950,0,
67.2609,160.3177,0,
67.5020,161.0413,0,
67.7430,161.7612,0,
67.9841,162.4747,0,
68.2252,163.1837,0,
68.4663,163.8921,0,
68.7074,164.6001,0,
68.9484,165.3034,0,
69.1895,166.0005,0,
69.4306,166.6963,0,
69.6717,167.3954,0,
69.9128,168.0965,0,
70.1538,169.8859,0,
70.3949,170.5292,0,
70.6360,171.1697,0,
70.8771,171.8043,0,
71.1181,172.4329,0,
71.3592,173.0584,0,
71.6003,173.6823,0,
71.8414,174.3030,0,
72.0825,174.9204,0,
72.3235,175.5377,0,
72.5646,176.1585,0,
72.8057,176.7852,0,
73.0468,177.4184,0,
73.2879,178.0574,0,
73.5289,178.7017,0,
73.7700,179.3534,0,
74.0111,180.0150,0,
74.2522,180.6863,0,
74.4933,181.3656,0,
74.7343,182.0529,0,
74.9754,182.7513,0,
75.2165,183.4634,0,
75.4576,184.1886,0,
75.6986,184.9242,0,
75.9397,185.6673,0,
76.1808,186.4178,0,
76.4219,187.1766,0,
76.6630,187.9421,0,
76.9040,188.7100,0,
77.1451,189.2248,0,
77.3862,190.1302,0,
77.6273,191.0634,0,
77.8684,192.0231,0,
78.1094,193.0034,0,
78.3505,193.9999,0,
78.5916,195.0102,0,
78.8327,196.0330,0,
79.0737,197.0659,0,
79.3148,198.1027,0,
79.5559,199.1386,0,
79.7970,200.1728,0,
80.0380,201.2057,0,
80.2791,202.2356,0,
80.5202,203.2584,0,
80.7613,204.2711,0,
81.0024,205.2729,0,
81.2434,206.2617,0,
81.4845,207.2345,0,
81.7256,208.1886,0,
81.9667,209.1235,0,
82.2078,210.0398,0,
82.4488,210.9377,0,
82.6899,211.8167,0,
82.9310,212.6748,0,
83.1721,213.5132,0,
83.4132,214.3370,0,
83.6542,215.1475,0,
83.8953,215.9412,0,
84.1364,216.7165,0,
84.3775,217.4758,0,
84.6185,218.2214,0,
84.8596,218.9541,0,
85.1007,219.6747,0,
85.3418,220.3846,0,
85.5829,221.0865,0,
