wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,7.7348,0,
10.1245,7.8363,0,
10.2450,7.9385,0,
10.3655,8.0412,0,
10.4861,8.1446,0,
10.6066,8.2487,0,
10.7271,8.3535,0,
10.8476,8.4591,0,
10.9682,8.5655,0,
11.0887,8.6727,0,
11.2092,8.7809,0,
11.3298,8.8901,0,
11.4503,9.0004,0,
11.5708,9.1117,0,
11.6913,9.2240,0,
11.8119,9.3375,0,
11.9324,9.4522,0,
12.0529,9.5682,0,
12.1735,9.6856,0,
12.2940,9.8046,0,
12.4145,9.9254,0,
12.5351,10.0482,0,
12.6556,10.1732,0,
12.7761,10.3007,0,
12.8966,10.4308,0,
13.0172,10.5638,0,
13.1377,10.6997,0,
13.2582,10.8388,0,
13.3788,10.9810,0,
13.4993,11.1265,0,
13.6198,11.2750,0,
13.7403,11.4264,0,
13.8609,11.5805,0,
13.9814,11.7370,0,
14.1019,11.8955,0,
14.2225,12.0556,0,
14.3430,12.2169,0,
14.4635,12.3792,0,
14.5840,12.5422,0,
14.7046,12.7058,0,
14.8251,12.8696,0,
14.9456,13.0336,0,
15.0662,13.1975,0,
15.1867,13.3613,0,
15.3072,13.5247,0,
15.4277,13.6876,0,
15.5483,13.8498,0,
15.6688,14.0112,0,
15.7893,14.1716,0,
15.9099,14.3309,0,
16.0304,14.4889,0,
16.1509,14.6453,0,
16.2715,14.7999,0,
16.3920,14.9525,0,
16.5125,15.1028,0,
16.6331,15.2506,0,
16.7536,15.3958,0,
16.8741,15.5385,0,
16.9946,15.6786,0,
17.1152,15.8164,0,
17.2357,15.9519,0,
17.3562,16.0854,0,
17.4767,16.2173,0,
17.5973,16.3479,0,
17.7178,16.4774,0,
17.8383,16.6064,0,
17.9589,16.7351,0,
18.0794,16.8640,0,
18.1999,16.9936,0,
18.3205,17.1241,0,
18.4410,17.2560,0,
18.5615,17.3894,0,
18.6821,17.5247,0,
18.8026,17.6618,0,
18.9231,17.8011,0,
19.0436,17.9425,0,
19.1642,18.0860,0,
19.2847,18.2316,0,
19.4052,18.3795,0,
19.5257,18.5297,0,
19.6463,18.6822,0,
19.7668,18.8371,0,
19.8873,18.9944,0,
20.0079,19.1542,0,
20.1284,19.3165,0,
20.2489,19.4813,0,
20.3695,19.6487,0,
20.4900,19.8185,0,
20.6105,19.9908,0,
20.7310,20.1655,0,
20.8516,20.3425,0,
20.9721,20.5216,0,
21.0926,20.7028,0,
21.2132,20.8857,0,
21.3337,21.0701,0,
21.4542,21.2557,0,
21.5748,21.4423,0,
21.6953,21.6296,0,
21.8158,21.8174,0,
21.9363,22.0055,0,
22.0569,22.1936,0,
22.1774,22.3817,0,
22.2979,22.5695,0,
22.4184,22.7569,0,
22.5390,22.9437,0,
22.6595,23.1298,0,
22.7800,23.3151,0,
22.9006,23.4995,0,
23.0211,23.6831,0,
23.1416,23.8658,0,
23.2622,24.0478,0,
23.3827,24.2292,0,
23.5032,24.4101,0,
23.6238,24.5907,0,
23.7443,24.7711,0,
