wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,6.2498,0,
10.1245,6.3631,0,
10.2450,6.4780,0,
10.3655,6.5951,0,
10.4861,6.7141,0,
10.6066,6.8347,0,
10.7271,6.9567,0,
10.8476,7.0800,0,
10.9682,7.2046,0,
11.0887,7.3303,0,
11.2092,7.4568,0,
11.3298,7.5839,0,
11.4503,7.7113,0,
11.5708,7.8395,0,
11.6913,7.9686,0,
11.8119,8.0991,0,
11.9324,8.2306,0,
12.0529,8.3628,0,
12.1735,8.4949,0,
12.2940,8.6262,0,
12.4145,8.7561,0,
12.5351,8.8847,0,
12.6556,9.0126,0,
12.7761,9.1408,0,
12.8966,9.2702,0,
13.0172,9.4016,0,
13.1377,9.5350,0,
13.2582,9.6701,0,
13.3788,9.8062,0,
13.4993,9.9429,0,
13.6198,10.0803,0,
13.7403,10.2188,0,
13.8609,10.3593,0,
13.9814,10.5021,0,
14.1019,10.6475,0,
14.2225,10.7952,0,
14.3430,10.9449,0,
14.4635,11.0960,0,
14.5840,11.2483,0,
14.7046,11.4012,0,
14.8251,11.5546,0,
14.9456,11.7084,0,
15.0662,11.8626,0,
15.1867,12.0176,0,
15.3072,12.1736,0,
15.4277,12.3313,0,
15.5483,12.4910,0,
15.6688,12.6527,0,
15.7893,12.8161,0,
15.9099,12.9805,0,
16.0304,13.1449,0,
16.1509,13.3088,0,
16.2715,13.4722,0,
16.3920,13.6355,0,
16.5125,13.7996,0,
16.6331,13.9647,0,
16.7536,14.1310,0,
16.8741,14.2981,0,
16.9946,14.4653,0,
17.1152,14.6320,0,
17.2357,14.7976,0,
17.3562,14.9623,0,
17.4767,15.1267,0,
17.5973,15.2916,0,
17.7178,15.4575,0,
17.8383,15.6249,0,
17.9589,15.7936,0,
18.0794,15.9635,0,
18.1999,16.1344,0,
18.3205,16.3058,0,
18.4410,16.4776,0,
18.5615,16.6500,0,
18.6821,16.8232,0,
18.8026,16.9978,0,
18.9231,17.1742,0,
