wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,0.2343,0,
10.1245,0.2433,0,
10.2450,0.2521,0,
10.3655,0.2608,0,
10.4861,0.2694,0,
10.6066,0.2780,0,
10.7271,0.2870,0,
10.8476,0.2966,0,
10.9682,0.3071,0,
11.0887,0.3185,0,
11.2092,0.3308,0,
11.3298,0.3434,0,
11.4503,0.3557,0,
11.5708,0.3670,0,
11.6913,0.3773,0,
11.8119,0.3865,0,
11.9324,0.3951,0,
12.0529,0.4033,0,
12.1735,0.4114,0,
12.2940,0.4193,0,
12.4145,0.4266,0,
12.5351,0.4331,0,
12.6556,0.4386,0,
12.7761,0.4434,0,
12.8966,0.4481,0,
13.0172,0.4532,0,
13.1377,0.4594,0,
13.2582,0.4669,0,
13.3788,0.4760,0,
13.4993,0.4864,0,
13.6198,0.4981,0,
13.7403,0.5110,0,
13.8609,0.5250,0,
13.9814,0.5402,0,
14.1019,0.5569,0,
14.2225,0.5751,0,
14.3430,0.5949,0,
14.4635,0.6162,0,
14.5840,0.6388,0,
14.7046,0.6623,0,
14.8251,0.6860,0,
14.9456,0.7095,0,
15.0662,0.7327,0,
15.1867,0.7558,0,
15.3072,0.7791,0,
15.4277,0.8030,0,
15.5483,0.8275,0,
15.6688,0.8525,0,
15.7893,0.8774,0,
15.9099,0.9017,0,
16.0304,0.9253,0,
16.1509,0.9482,0,
16.2715,0.9710,0,
16.3920,0.9940,0,
16.5125,1.0175,0,
16.6331,1.0416,0,
16.7536,1.0661,0,
16.8741,1.0908,0,
16.9946,1.1159,0,
17.1152,1.1413,0,
17.2357,1.1673,0,
17.3562,1.1946,0,
17.4767,1.2235,0,
17.5973,1.2545,0,
17.7178,1.2879,0,
17.8383,1.3234,0,
17.9589,1.3608,0,
18.0794,1.3995,0,
18.1999,1.4390,0,
18.3205,1.4790,0,
18.4410,1.5193,0,
18.5615,1.5601,0,
18.6821,1.6012,0,
18.8026,1.6424,0,
18.9231,1.6832,0,
19.0436,1.7231,0,
19.1642,1.7615,0,
19.2847,1.7984,0,
19.4052,1.8339,0,
19.5257,1.8687,0,
19.6463,1.9031,0,
19.7668,1.9379,0,
19.8873,1.9731,0,
20.0079,2.0090,0,
20.1284,2.0456,0,
20.2489,2.0827,0,
20.3695,2.1207,0,
20.4900,2.1600,0,
20.6105,2.2007,0,
20.7310,2.2431,0,
20.8516,2.2872,0,
20.9721,2.3328,0,
21.0926,2.3799,0,
21.2132,2.4283,0,
21.3337,2.4776,0,
21.4542,2.5278,0,
21.5748,2.5787,0,
21.6953,2.6305,0,
21.8158,2.6836,0,
21.9363,2.7382,0,
22.0569,2.7949,0,
22.1774,2.8536,0,
22.2979,2.9142,0,
22.4184,2.9767,0,
22.5390,3.0407,0,
22.6595,3.1063,0,
22.7800,3.1736,0,
22.9006,3.2430,0,
23.0211,3.3145,0,
23.1416,3.3880,0,
23.2622,3.4633,0,
23.3827,3.5396,0,
23.5032,3.6162,0,
23.6238,3.6929,0,
23.7443,3.7696,0,
23.8648,3.8464,0,
23.9853,3.9235,0,
24.1059,4.0012,0,
24.2264,4.0796,0,
24.3469,4.1588,0,
24.4674,4.2386,0,
24.5880,4.3188,0,
24.7085,4.3994,0,
24.8290,4.4803,0,
24.9496,4.5615,0,
25.0701,4.6431,0,
25.1906,4.7251,0,
25.3112,4.8076,0,
25.4317,4.8904,0,
25.5522,4.9731,0,
25.6728,5.0553,0,
25.7933,5.1365,0,
25.9138,5.2164,0,
26.0343,5.3522,0,
26.1549,5.4254,0,
26.2754,5.4982,0,
26.3959,5.5708,0,
26.5164,5.6432,0,
26.6370,5.7165,0,
26.7575,5.7899,0,
26.8780,5.8634,0,
26.9986,5.9374,0,
27.1191,6.0126,0,
27.2396,6.0886,0,
27.3602,6.1653,0,
27.4807,6.2430,0,
27.6012,6.3228,0,
27.7218,6.4037,0,
27.8423,6.4858,0,
27.9628,6.5689,0,
28.4473,6.8437,0,
28.9294,7.1557,0,
29.4116,7.4805,0,
29.8937,7.8233,0,
30.3759,8.1872,0,
30.8580,8.5695,0,
31.3402,8.9682,0,
31.8224,9.3831,0,
32.3045,9.8165,0,
32.7867,10.2695,0,
33.2688,10.7398,0,
33.7510,11.2299,0,
34.2331,11.7451,0,
