wavenumber(cm-1),absorption_coefficient(none),err,quality
10.0039,3.8620,0,
10.1245,3.8906,0,
10.2450,3.9214,0,
10.3655,3.9554,0,
10.4861,3.9926,0,
10.6066,4.0327,0,
10.7271,4.0751,0,
10.8476,4.1192,0,
10.9682,4.1650,0,
11.0887,4.2126,0,
11.2092,4.2622,0,
11.3298,4.3139,0,
11.4503,4.3674,0,
11.5708,4.4225,0,
11.6913,4.4788,0,
11.8119,4.5361,0,
11.9324,4.5943,0,
12.0529,4.6535,0,
12.1735,4.7138,0,
12.2940,4.7749,0,
12.4145,4.8362,0,
12.5351,4.8974,0,
12.6556,4.9582,0,
12.7761,5.0188,0,
12.8966,5.0801,0,
13.0172,5.1427,0,
13.1377,5.2072,0,
13.2582,5.2735,0,
13.3788,5.3410,0,
13.4993,5.4089,0,
13.6198,5.4769,0,
13.7403,5.5454,0,
13.8609,5.6154,0,
13.9814,5.6879,0,
14.1019,5.7637,0,
14.2225,5.8430,0,
14.3430,5.9253,0,
14.4635,6.0099,0,
14.5840,6.0957,0,
14.7046,6.1820,0,
14.8251,6.2688,0,
14.9456,6.3564,0,
15.0662,6.4456,0,
15.1867,6.5369,0,
15.3072,6.6304,0,
15.4277,6.7262,0,
15.5483,6.8243,0,
15.6688,6.9246,0,
15.7893,7.0271,0,
15.9099,7.1318,0,
16.0304,7.2383,0,
16.1509,7.3462,0,
16.2715,7.4550,0,
16.3920,7.5645,0,
16.5125,7.6745,0,
16.6331,7.7851,0,
16.7536,7.8960,0,
16.8741,8.0070,0,
16.9946,8.1174,0,
17.1152,8.2262,0,
17.2357,8.3326,0,
17.3562,8.4364,0,
17.4767,8.5380,0,
17.5973,8.6386,0,
17.7178,8.7395,0,
17.8383,8.8415,0,
17.9589,8.9452,0,
18.0794,9.0507,0,
18.1999,9.1583,0,
18.3205,9.2682,0,
18.4410,9.3810,0,
18.5615,9.4977,0,
18.6821,9.6190,0,
18.8026,9.7458,0,
18.9231,9.8785,0,
19.0436,10.0169,0,
19.1642,10.1609,0,
19.2847,10.3103,0,
19.4052,10.4645,0,
19.5257,10.6231,0,
19.6463,10.7857,0,
19.7668,10.9515,0,
19.8873,11.1201,0,
20.0079,11.2912,0,
20.1284,11.4644,0,
20.2489,11.6398,0,
20.3695,11.8175,0,
20.4900,11.9974,0,
20.6105,12.1792,0,
20.7310,12.3622,0,
20.8516,12.5454,0,
20.9721,12.7281,0,
21.0926,12.9098,0,
21.2132,13.0908,0,
21.3337,13.2719,0,
21.4542,13.4540,0,
21.5748,13.6376,0,
21.6953,13.8225,0,
21.8158,14.0076,0,
21.9363,14.1916,0,
22.0569,14.3735,0,
22.1774,14.5526,0,
22.2979,14.7290,0,
22.4184,14.9029,0,
22.5390,15.0750,0,
22.6595,15.2459,0,
22.7800,15.4164,0,
22.9006,15.5874,0,
23.0211,15.7597,0,
23.1416,15.9340,0,
23.2622,16.1112,0,
23.3827,16.2919,0,
23.5032,16.4767,0,
23.6238,16.6662,0,
23.7443,16.8607,0,
23.8648,17.0605,0,
23.9853,17.2651,0,
24.1059,17.4740,0,
24.2264,17.6858,0,
24.3469,17.8989,0,
24.4674,18.1109,0,
24.5880,18.3194,0,
24.7085,18.5224,0,
24.8290,18.7180,0,
24.9496,18.9052,0,
25.0701,19.0839,0,
25.1906,19.2543,0,
25.3112,19.4174,0,
25.4317,19.5740,0,
25.5522,19.7253,0,
25.6728,19.8727,0,
25.7933,20.0181,0,
25.9138,20.1637,0,
26.0343,20.3118,0,
26.1549,20.4646,0,
26.2754,20.6241,0,
26.3959,20.7916,0,
26.5164,20.9678,0,
26.6370,21.1527,0,
26.7575,21.3456,0,
26.8780,21.5452,0,
26.9986,21.7499,0,
27.1191,21.9575,0,
27.2396,22.1661,0,
27.3602,22.3735,0,
27.4807,22.5783,0,
27.6012,22.7800,0,
27.7218,22.9791,0,
27.8423,23.1761,0,
27.9628,23.3714,0,
28.0833,23.5654,0,
28.2039,23.7586,0,
28.3244,23.9521,0,
28.4449,24.1471,0,
28.5654,24.3452,0,
28.6860,24.5476,0,
28.8065,24.7548,0,
28.9270,24.9671,0,
29.0476,25.1841,0,
29.1681,25.4051,0,
29.2886,25.6292,0,
29.4092,25.8554,0,
29.5297,26.0832,0,
29.6502,26.3119,0,
29.7707,26.5412,0,
29.8913,26.7704,0,
30.0118,26.9988,0,
30.1323,27.2255,0,
30.2529,27.4494,0,
30.3734,27.6693,0,
30.4939,27.8843,0,
30.6145,28.0940,0,
30.7350,28.2986,0,
30.8555,28.4989,0,
30.9760,28.6962,0,
31.0966,28.4401,0,
31.2171,28.6642,0,
31.3376,28.8890,0,
31.4581,29.1152,0,
31.5787,29.3433,0,
31.6992,29.5738,0,
31.8197,29.8071,0,
31.9403,30.0438,0,
32.0608,30.2843,0,
32.1813,30.5289,0,
32.3019,30.7781,0,
32.4224,31.0311,0,
32.5429,31.2892,0,
32.6634,31.5524,0,
32.7840,31.8206,0,
32.9045,32.0936,0,
33.0250,32.2359,0,
33.1456,32.3781,0,
33.2661,32.5204,0,
33.3866,32.7669,0,
33.5072,33.0159,0,
33.6277,33.2649,0,
33.7482,33.5139,0,
33.8687,33.7633,0,
33.9893,34.0127,0,
34.1098,34.2621,0,
34.2303,34.5115,0,
34.3509,34.7603,0,
34.4714,35.0092,0,
34.5919,35.2580,0,
34.7124,35.5068,0,
34.8330,35.7546,0,
34.9535,36.0024,0,
35.1975,36.5038,0,
35.6796,37.4952,0,
36.1618,38.4901,0,
36.6439,39.4891,0,
37.1261,40.4893,0,
37.6082,41.4918,0,
38.0904,42.5012,0,
38.5726,43.5209,0,
39.0547,44.5586,0,
39.5369,45.6159,0,
40.0190,46.6876,0,
40.5012,47.7700,0,
40.9833,48.8618,0,
41.4655,49.9645,0,
41.9477,51.0804,0,
42.4298,52.2103,0,
42.9120,53.3533,0,
43.3941,54.5082,0,
43.8763,55.6736,0,
44.3584,56.8469,0,
44.8406,58.0274,0,
45.3227,59.2148,0,
45.8049,60.4097,0,
46.2871,61.6135,0,
46.7692,62.8227,0,
47.2514,64.0321,0,
47.7335,65.2412,0,
48.2157,66.4515,0,
48.6979,67.6669,0,
49.1800,68.8895,0,
49.6622,70.1174,0,
50.1443,71.3493,0,
50.6265,72.5842,0,
51.1086,73.8241,0,
51.5908,75.0715,0,
52.0729,76.3271,0,
52.5551,77.5897,0,
53.0373,78.8562,0,
53.5194,80.1266,0,
54.0016,81.4023,0,
54.4837,82.6830,0,
54.9659,83.9652,0,
55.4481,85.2440,0,
55.9302,86.5200,0,
56.4124,87.7956,0,
56.8945,89.0694,0,
57.3767,90.3396,0,
57.8588,91.6037,0,
58.3410,92.8619,0,
58.8231,94.1148,0,
59.3053,95.3633,0,
59.7875,96.6071,0,
60.2696,97.8438,0,
60.7518,99.0745,0,
61.2339,100.3033,0,
61.7161,101.5325,0,
62.1983,102.7621,0,
62.6804,103.9908,0,
63.1626,105.2203,0,
63.6447,106.4529,0,
64.1269,107.6910,0,
64.6090,108.9377,0,
65.0912,110.1960,0,
65.5734,111.4677,0,
66.0555,112.7473,0,
66.5377,114.0247,0,
67.0198,115.2895,0,
67.5020,116.5319,0,
67.9841,117.7459,0,
68.4663,118.9299,0,
68.9484,120.0847,0,
69.4306,121.2134,0,
69.9128,122.3201,0,
70.3949,123.4125,0,
70.8771,124.5018,0,
71.3592,125.6007,0,
71.8414,126.7246,0,
72.3235,127.8897,0,
72.8057,129.1100,0,
73.2879,130.3979,0,
73.7700,131.7637,0,
74.2522,133.2164,0,
74.7343,134.7599,0,
75.2165,136.3929,0,
75.6986,138.1086,0,
76.1808,139.8948,0,
76.6630,141.7366,0,
77.1451,143.6155,0,
77.6273,145.5083,0,
78.1094,147.3887,0,
78.5916,149.2314,0,
79.0737,151.0146,0,
79.5559,152.7179,0,
80.0380,154.3253,0,
80.5202,155.8288,0,
81.0024,157.2255,0,
81.4845,158.5201,0,
81.9667,159.7262,0,
82.4488,160.8620,0,
82.9310,161.9466,0,
83.4132,163.0015,0,
83.8953,164.0515,0,
84.3775,165.1213,0,
84.8596,166.2303,0,
85.3418,167.3914,0,
85.8239,168.6117,0,
86.3061,169.8931,0,
86.7883,171.2351,0,
87.2704,172.6346,0,
87.7526,174.0793,0,
88.2347,175.5457,0,
88.7169,177.0022,0,
89.1990,178.4251,0,
89.6812,179.8172,0,
90.1633,180.3054,0,
90.6455,181.5940,0,
91.1277,182.8827,0,
91.6098,184.1744,0,
92.0920,185.4704,0,
92.5741,186.7689,0,
93.0563,188.0654,0,
93.5384,189.3566,0,
94.0206,190.6414,0,
94.5028,191.9203,0,
94.9849,193.1947,0,
95.4671,193.1105,0,
95.9492,194.3487,0,
96.4314,195.5807,0,
96.9136,196.8063,0,
97.3957,198.0269,0,
97.8779,199.2453,0,
98.3600,200.4600,0,
98.8422,201.6675,0,
99.3243,202.8713,0,
99.8065,204.0762,0,
100.2887,205.2799,0,
