wavenumber(cm-1),absorption_coefficient(none),err,quality
10.1253,4.7960,0,
10.6075,5.3036,0,
11.0896,6.0771,0,
11.5718,7.1085,0,
12.0539,8.2841,0,
12.5361,9.4419,0,
13.0182,10.4668,0,
13.5004,11.3499,0,
13.9825,12.1657,0,
14.4647,13.0008,0,
14.9469,13.9049,0,
15.4290,14.8879,0,
15.9112,15.9433,0,
16.3933,17.0663,0,
16.8755,18.2539,0,
17.3576,19.4911,0,
17.8398,20.7412,0,
18.3220,21.9580,0,
18.8041,23.1181,0,
19.2863,24.2494,0,
19.7684,25.4213,0,
20.2506,26.8702,0,
20.7327,28.0920,0,
21.2149,29.3184,0,
21.6971,30.5024,0,
22.1792,31.4370,0,
22.6614,32.5561,0,
23.1435,33.6734,0,
23.6257,34.8043,0,
24.1078,35.9499,0,
24.5900,37.1005,0,
25.0722,38.2379,0,
25.5543,39.3409,0,
26.0365,40.4163,0,
26.5186,41.4703,0,
27.0008,42.5014,0,
27.4829,43.5192,0,
27.9651,44.5217,0,
28.4473,45.5002,0,
28.9294,46.4673,0,
29.4116,47.4292,0,
29.8937,48.3853,0,
30.3759,49.3409,0,
30.8580,50.3009,0,
31.3402,51.2784,0,
31.8224,52.2805,0,
32.3045,53.2987,0,
32.7867,54.3328,0,
33.2688,55.3833,0,
33.7510,56.4383,0,
34.2331,57.4928,0,
34.7153,58.5467,0,
35.1975,59.5990,0,
35.6796,60.6496,0,
36.1618,61.6875,0,
36.6439,62.7058,0,
37.1261,63.7124,0,
37.6082,64.7149,0,
38.0904,65.7159,0,
38.5726,66.7192,0,
39.0547,67.7256,0,
39.5369,68.7384,0,
40.0190,69.7584,0,
40.5012,70.7791,0,
40.9833,71.8010,0,
41.4655,72.8281,0,
41.9477,73.8591,0,
42.4298,74.8954,0,
42.9120,75.9368,0,
43.3941,76.9807,0,
43.8763,78.0292,0,
44.3584,79.0834,0,
44.8406,80.1416,0,
45.3227,81.2015,0,
45.8049,82.2589,0,
46.2871,83.3152,0,
46.7692,84.3744,0,
47.2514,85.4321,0,
47.7335,86.4867,0,
48.2157,87.5432,0,
48.6979,88.6026,0,
49.1800,89.6654,0,
49.6622,90.7304,0,
50.1443,91.7923,0,
50.6265,92.8505,0,
51.1086,93.9050,0,
51.5908,94.9530,0,
52.0729,95.9958,0,
52.5551,97.0311,0,
53.0373,98.0548,0,
53.5194,99.0680,0,
54.0016,100.0682,0,
54.4837,101.0548,0,
54.9659,102.0313,0,
55.4481,102.9948,0,
55.9302,103.9445,0,
56.4124,104.8848,0,
56.8945,105.8165,0,
57.3767,106.7435,0,
57.8588,107.6682,0,
58.3410,108.5885,0,
58.8231,109.5083,0,
59.3053,110.4294,0,
59.7875,111.3506,0,
60.2696,112.2766,0,
60.7518,113.2078,0,
61.2339,114.1434,0,
61.7161,115.0885,0,
62.1983,116.0408,0,
62.6804,117.0005,0,
63.1626,117.9703,0,
63.6447,118.9475,0,
64.1269,119.9356,0,
64.6090,120.9370,0,
65.0912,121.9470,0,
65.5734,122.9664,0,
66.0555,123.9967,0,
66.5377,125.0358,0,
67.0198,126.0858,0,
67.5020,127.1434,0,
67.9841,128.2044,0,
68.4663,129.2720,0,
68.9484,130.3459,0,
69.4306,131.4268,0,
69.9128,132.5184,0,
70.3949,133.6187,0,
70.8771,134.7300,0,
71.3592,135.8569,0,
71.8414,136.9968,0,
72.3235,138.1517,0,
72.8057,139.3236,0,
73.2879,140.5086,0,
73.7700,141.7087,0,
74.2522,142.9239,0,
74.7343,144.1494,0,
75.2165,145.3850,0,
75.6986,146.6261,0,
76.1808,147.8668,0,
76.6630,149.1073,0,
77.1451,150.3411,0,
77.6273,151.5623,0,
78.1094,152.7700,0,
78.5916,153.9580,0,
79.0737,155.1244,0,
79.5559,156.2705,0,
80.0380,157.3907,0,
80.5202,158.4867,0,
81.0024,159.5629,0,
