wavenumber(cm-1),absorption_coefficient(none),err,quality
12.5351,1.7995,0,
12.6556,1.8962,0,
12.7761,1.9956,0,
12.8966,2.0984,0,
13.0172,2.2044,0,
13.1377,2.3132,0,
13.2582,2.4244,0,
13.3788,2.5374,0,
13.4993,2.6519,0,
13.6198,2.7680,0,
13.7403,2.8860,0,
13.8609,3.0060,0,
13.9814,3.1280,0,
14.1019,3.2520,0,
14.2225,3.3777,0,
14.3430,3.5048,0,
14.4635,3.6331,0,
14.5840,3.7620,0,
14.7046,3.8912,0,
14.8251,4.0202,0,
14.9456,4.1486,0,
15.0662,4.2763,0,
15.1867,4.4036,0,
15.3072,4.5312,0,
15.4277,4.6599,0,
15.5483,4.7901,0,
15.6688,4.9221,0,
15.7893,5.0553,0,
15.9099,5.1886,0,
16.0304,5.3209,0,
16.1509,5.4516,0,
16.2715,5.5809,0,
16.3920,5.7098,0,
16.5125,5.8397,0,
16.6331,5.9717,0,
16.7536,6.1068,0,
16.8741,6.2455,0,
16.9946,6.3874,0,
17.1152,6.5321,0,
17.2357,6.6788,0,
17.3562,6.8278,0,
17.4767,6.9801,0,
17.5973,7.1370,0,
17.7178,7.2997,0,
17.8383,7.4684,0,
17.9589,7.6428,0,
18.0794,7.8216,0,
18.1999,8.0034,0,
18.3205,8.1867,0,
18.4410,8.3704,0,
18.5615,8.5536,0,
18.6821,8.7359,0,
18.8026,8.9169,0,
18.9231,9.0961,0,
19.0436,9.2729,0,
19.1642,9.4470,0,
19.2847,9.6178,0,
19.4052,9.7849,0,
19.5257,9.9483,0,
19.6463,10.1078,0,
19.7668,10.2640,0,
19.8873,10.4174,0,
20.0079,10.5691,0,
20.1284,10.7203,0,
20.2489,10.8719,0,
20.3695,11.0258,0,
20.4900,11.1833,0,
20.6105,11.3455,0,
20.7310,11.5127,0,
20.8516,11.6846,0,
20.9721,11.8603,0,
21.0926,12.0391,0,
21.2132,12.2203,0,
21.3337,12.4042,0,
21.4542,12.5910,0,
21.5748,12.7812,0,
21.6953,12.9752,0,
21.8158,13.1724,0,
21.9363,13.3723,0,
22.0569,13.5735,0,
22.1774,13.7751,0,
22.2979,13.9768,0,
22.4184,14.1789,0,
22.5390,14.3821,0,
22.6595,14.5874,0,
22.7800,14.7958,0,
22.9006,15.0076,0,
23.0211,15.2241,0,
